instrument_id,customer_behavior_score,number_of_uses,surgery_type,surgery_complexity,surgeon_experience_level,time_since_last_maintenance_days,previous_repair_count,sterilization_frequency,failure_count_last_12_months
INS-1581,0.54,228,Orthopedic,Low,Resident,22,0,17,4
INS-1582,0.63,190,Orthopedic,Low,Resident,32,4,34,4
INS-1583,0.76,280,General,High,Expert,158,4,26,2
INS-1584,0.7,93,Neuro,High,Intermediate,15,2,19,4
INS-1585,0.99,212,General,Low,Resident,157,3,33,2
INS-1586,0.48,104,Cardiac,High,Intermediate,85,4,14,0
INS-1587,0.82,264,Neuro,Low,Intermediate,177,4,28,5
INS-1588,0.64,186,Neuro,High,Expert,18,0,20,3
INS-1589,0.66,179,General,Medium,Expert,37,3,19,1
INS-1590,0.83,238,Cardiac,Low,Expert,148,2,12,7
INS-1591,0.82,295,Neuro,Medium,Intermediate,125,4,31,0
INS-1592,0.99,90,Orthopedic,Low,Intermediate,105,4,33,2
INS-1593,0.48,221,Cardiac,Low,Resident,84,4,19,0
INS-1594,0.46,113,Neuro,Medium,Intermediate,97,0,11,2
INS-1595,0.83,80,General,Medium,Expert,65,4,18,3
INS-1596,0.75,285,Neuro,Medium,Expert,114,4,14,3
INS-1597,0.56,96,Orthopedic,Low,Expert,44,0,30,2
INS-1598,0.45,179,Cardiac,Medium,Expert,34,4,26,0
INS-1599,0.45,145,Neuro,Medium,Intermediate,122,3,15,1
INS-1600,0.94,259,Orthopedic,High,Expert,108,3,20,2
INS-1601,0.52,126,Neuro,High,Resident,156,0,14,4
INS-1602,0.59,159,Neuro,Medium,Intermediate,40,3,16,3
INS-1603,0.54,118,Cardiac,Medium,Expert,90,2,16,1
INS-1604,0.61,107,General,Medium,Resident,59,4,13,1
INS-1605,0.44,155,General,Medium,Expert,96,2,30,2
INS-1606,0.71,93,Orthopedic,High,Intermediate,56,3,19,2
INS-1607,0.44,123,Orthopedic,Low,Intermediate,10,0,33,2
INS-1608,0.88,105,Orthopedic,Medium,Resident,134,0,27,4
INS-1609,0.54,220,Cardiac,Medium,Intermediate,147,2,10,3
INS-1610,0.72,176,General,High,Resident,145,3,23,5
INS-1611,0.93,266,Orthopedic,Medium,Expert,115,4,15,3
INS-1612,0.79,211,Orthopedic,Medium,Intermediate,134,3,20,2
INS-1613,0.72,278,Neuro,High,Expert,163,3,23,5
INS-1614,0.59,79,Neuro,Medium,Expert,171,0,29,3
INS-1615,0.6,120,Orthopedic,Medium,Intermediate,28,1,12,3
INS-1616,0.8,247,Neuro,High,Expert,81,4,25,5
INS-1617,1.0,167,Neuro,Low,Resident,138,4,25,3
INS-1618,0.8,104,Neuro,Medium,Resident,162,0,16,5
INS-1619,0.73,116,Cardiac,Medium,Resident,33,3,17,4
INS-1620,0.84,190,Orthopedic,Low,Intermediate,93,0,13,3
INS-1621,0.68,52,Orthopedic,High,Expert,129,3,21,2
INS-1622,0.44,75,Neuro,Low,Expert,78,1,21,2
INS-1623,0.74,106,Cardiac,Medium,Expert,169,1,19,2
INS-1624,0.97,175,Neuro,Low,Expert,154,2,21,3
INS-1625,0.51,201,Cardiac,High,Resident,115,3,20,2
INS-1626,0.81,102,Orthopedic,Medium,Intermediate,78,0,20,4
INS-1627,0.52,247,Neuro,High,Resident,20,0,24,0
INS-1628,0.72,92,Orthopedic,High,Resident,175,0,15,2
INS-1629,0.46,237,Cardiac,Low,Intermediate,156,2,20,1
INS-1630,0.67,235,General,Low,Intermediate,112,4,11,2
INS-1631,0.85,98,Cardiac,High,Resident,154,0,33,4
INS-1632,0.61,91,General,High,Expert,22,1,31,4
INS-1633,0.8,253,Orthopedic,Medium,Intermediate,10,0,18,2
INS-1634,0.88,290,Orthopedic,High,Intermediate,11,0,20,2
INS-1635,0.96,277,Neuro,High,Resident,118,0,25,1
INS-1636,0.54,243,General,Low,Expert,153,4,22,6
INS-1637,0.64,60,Cardiac,High,Intermediate,13,0,22,1
INS-1638,0.49,152,Orthopedic,High,Resident,66,4,31,6
INS-1639,1.0,147,General,Low,Intermediate,122,4,31,8
INS-1640,0.96,267,Cardiac,Medium,Expert,32,2,27,1
INS-1641,0.72,195,General,Low,Resident,133,1,30,1
INS-1642,0.91,134,Cardiac,Low,Resident,126,0,34,5
INS-1643,0.71,149,Cardiac,High,Expert,139,0,10,5
INS-1644,0.77,153,Cardiac,High,Resident,96,0,29,2
INS-1645,0.45,229,Cardiac,Medium,Expert,163,4,19,0
INS-1646,0.85,95,General,High,Resident,134,3,28,3
INS-1647,0.48,93,General,Medium,Expert,120,1,26,3
INS-1648,0.9,71,Neuro,Medium,Intermediate,16,0,10,2
INS-1649,0.87,230,General,Medium,Intermediate,53,3,10,0
INS-1650,0.83,236,General,Medium,Intermediate,170,3,26,3
INS-1651,0.42,271,Neuro,High,Resident,122,3,24,4
INS-1652,0.58,163,General,Low,Expert,173,1,11,5
INS-1653,0.56,284,Cardiac,Low,Expert,13,3,20,1
INS-1654,0.62,174,Orthopedic,High,Intermediate,127,0,30,3
INS-1655,0.45,173,Orthopedic,High,Intermediate,32,0,11,1
INS-1656,0.96,79,Neuro,Medium,Intermediate,162,2,29,2
INS-1657,0.73,57,General,High,Expert,99,4,18,3
INS-1658,0.58,147,General,Low,Intermediate,101,3,28,2
INS-1659,0.64,106,Neuro,High,Resident,164,4,11,3
INS-1660,0.67,160,Orthopedic,High,Intermediate,60,4,25,5
INS-1661,0.76,122,Cardiac,Medium,Intermediate,124,4,29,2
INS-1662,0.71,164,General,Medium,Expert,90,4,18,1
INS-1663,0.95,69,Neuro,Medium,Resident,112,4,29,2
INS-1664,0.7,281,Cardiac,Medium,Expert,89,0,30,2
INS-1665,1.0,74,Neuro,Low,Resident,160,1,13,3
INS-1666,0.91,68,Neuro,High,Resident,112,3,33,1
INS-1667,0.53,54,Neuro,High,Intermediate,18,3,22,2
INS-1668,0.96,124,Orthopedic,Medium,Intermediate,42,0,24,3
INS-1669,0.47,256,Orthopedic,Low,Expert,44,0,29,3
INS-1670,0.89,177,Neuro,Low,Expert,59,4,11,0
INS-1671,0.63,121,General,High,Expert,33,1,29,2
INS-1672,0.93,260,Cardiac,Medium,Resident,161,3,27,4
INS-1673,0.92,264,General,High,Expert,156,2,34,2
INS-1674,0.88,204,Orthopedic,High,Resident,48,0,33,2
INS-1675,0.87,89,Cardiac,Low,Resident,34,2,18,2
INS-1676,0.58,273,Neuro,Low,Resident,162,3,29,3
INS-1677,0.45,75,General,High,Resident,164,0,10,4
INS-1678,0.64,76,General,Medium,Resident,41,3,12,1
INS-1679,0.5,239,Neuro,Medium,Intermediate,148,0,32,0
INS-1680,0.82,132,General,High,Resident,117,3,26,4
INS-1681,0.61,177,Orthopedic,High,Resident,42,2,20,3
INS-1682,0.99,227,Neuro,Medium,Intermediate,156,1,33,1
INS-1683,0.78,219,General,Medium,Intermediate,116,0,34,5
INS-1684,0.89,206,Neuro,Medium,Intermediate,120,2,17,1
INS-1685,0.48,216,Cardiac,High,Expert,130,3,30,3
INS-1686,0.92,237,Neuro,Low,Expert,25,2,21,4
INS-1687,0.95,218,General,Medium,Resident,20,0,20,3
INS-1688,0.69,82,Orthopedic,Medium,Resident,107,2,22,2
INS-1689,0.76,260,Neuro,Medium,Resident,125,3,24,3
INS-1690,0.86,278,Neuro,High,Resident,34,4,34,2
INS-1691,0.5,260,General,Low,Intermediate,102,1,29,2
INS-1692,0.7,146,Orthopedic,Low,Expert,120,1,34,2
INS-1693,0.64,160,Orthopedic,Medium,Intermediate,105,4,26,5
INS-1694,0.49,65,Cardiac,High,Expert,171,0,21,1
INS-1695,0.62,72,Cardiac,Low,Intermediate,21,2,28,3
INS-1696,0.44,184,General,High,Resident,30,2,29,3
INS-1697,0.42,75,Orthopedic,Low,Expert,136,4,20,1
INS-1698,0.48,145,Orthopedic,Medium,Resident,38,4,19,2
INS-1699,0.98,61,Cardiac,High,Expert,130,3,26,2
INS-1700,0.73,121,Cardiac,Medium,Expert,133,3,31,2
INS-1701,0.98,182,General,Low,Resident,160,1,22,4
INS-1702,0.66,155,Orthopedic,Low,Resident,42,0,25,4
INS-1703,0.59,269,Neuro,Medium,Resident,145,0,29,3
INS-1704,0.7,166,Cardiac,Low,Intermediate,179,4,29,4
INS-1705,0.66,246,General,Medium,Expert,86,1,26,4
INS-1706,0.46,226,Orthopedic,Medium,Expert,50,1,14,4
INS-1707,0.78,75,Orthopedic,Medium,Expert,83,3,18,6
INS-1708,0.53,182,Cardiac,Low,Resident,72,2,31,3
INS-1709,0.77,71,General,High,Expert,23,0,33,3
INS-1710,0.79,256,Neuro,Medium,Expert,84,1,13,5
INS-1711,0.49,62,Cardiac,High,Resident,76,3,18,4
INS-1712,0.44,205,General,Low,Resident,102,3,25,3
INS-1713,0.87,210,Orthopedic,Low,Expert,62,3,16,2
INS-1714,0.68,156,Neuro,High,Intermediate,103,2,23,2
INS-1715,0.43,72,General,Medium,Resident,122,1,23,2
INS-1716,1.0,146,Neuro,Low,Intermediate,144,4,16,2
INS-1717,0.43,284,General,Medium,Intermediate,20,4,33,3
INS-1718,0.82,67,General,Medium,Intermediate,34,3,25,4
INS-1719,0.99,291,General,High,Intermediate,164,3,27,1
INS-1720,0.54,166,General,Low,Resident,92,2,15,1
INS-1721,0.49,79,Neuro,High,Expert,102,3,16,2
INS-1722,0.47,75,Cardiac,Low,Expert,148,1,28,4
INS-1723,0.58,193,Neuro,High,Resident,64,3,17,3
INS-1724,0.46,254,General,Low,Resident,28,3,10,5
INS-1725,0.82,88,Neuro,Low,Intermediate,101,1,26,3
INS-1726,0.44,210,Neuro,Low,Intermediate,176,0,28,4
INS-1727,0.71,203,Neuro,Medium,Resident,99,4,31,3
INS-1728,1.0,225,General,Medium,Expert,20,3,16,1
INS-1729,0.89,242,Neuro,High,Intermediate,151,1,27,3
INS-1730,0.77,290,Orthopedic,High,Resident,69,4,15,3
INS-1731,0.58,215,General,Low,Resident,173,2,30,3
INS-1732,0.77,179,Neuro,Low,Resident,50,0,15,2
INS-1733,0.72,162,Orthopedic,Medium,Intermediate,139,3,10,2
INS-1734,0.66,183,Neuro,Medium,Resident,116,0,19,3
INS-1735,0.48,95,Cardiac,Medium,Expert,69,3,32,0
INS-1736,0.93,99,Neuro,High,Resident,157,3,17,4
INS-1737,0.67,215,Neuro,Medium,Intermediate,31,3,16,1
INS-1738,0.52,155,Cardiac,High,Expert,137,0,18,2
INS-1739,0.62,265,General,Medium,Expert,135,2,10,2
INS-1740,0.65,195,Cardiac,Medium,Resident,112,1,34,6
INS-1741,0.9,204,General,Low,Resident,141,1,20,2
INS-1742,0.84,218,Cardiac,High,Expert,119,2,12,1
INS-1743,0.86,121,Neuro,Medium,Resident,67,2,27,2
INS-1744,0.41,269,Neuro,Low,Intermediate,74,3,15,4
INS-1745,0.65,123,General,High,Expert,67,3,20,1
INS-1746,0.69,66,General,High,Resident,167,1,14,2
INS-1747,0.41,296,Orthopedic,Medium,Expert,85,3,29,4
INS-1748,0.56,239,Orthopedic,High,Resident,28,3,13,3
INS-1749,0.86,206,Neuro,Low,Resident,137,2,17,4
INS-1750,0.48,235,Neuro,Low,Intermediate,113,0,19,4
INS-1751,0.72,119,Orthopedic,High,Resident,116,4,12,2
INS-1752,0.53,255,Orthopedic,Low,Resident,127,4,22,2
INS-1753,0.41,199,General,High,Resident,88,3,26,5
INS-1754,0.54,295,Cardiac,Low,Intermediate,93,3,14,5
INS-1755,0.99,55,General,High,Resident,127,4,17,3
INS-1756,0.88,75,Orthopedic,High,Resident,158,2,28,3
INS-1757,0.98,216,Neuro,High,Resident,19,4,27,3
INS-1758,0.69,189,Orthopedic,Low,Expert,39,4,10,1
INS-1759,0.47,148,Neuro,High,Intermediate,33,4,13,2
INS-1760,0.73,191,Neuro,High,Expert,64,3,27,4
INS-1761,0.67,71,Neuro,Medium,Intermediate,113,3,23,4
INS-1762,0.91,100,Neuro,Medium,Intermediate,136,4,33,4
INS-1763,0.46,200,Cardiac,High,Expert,134,3,20,4
INS-1764,0.69,225,Orthopedic,Medium,Intermediate,175,4,18,3
INS-1765,0.49,248,General,High,Intermediate,102,2,22,2
INS-1766,0.59,153,Neuro,Medium,Expert,17,3,26,3
INS-1767,0.84,227,Neuro,Low,Resident,166,0,24,2
INS-1768,0.69,138,General,Low,Intermediate,147,3,11,2
INS-1769,0.63,190,General,High,Expert,84,2,15,3
INS-1770,0.64,262,Neuro,High,Intermediate,172,2,16,5
INS-1771,0.68,282,General,Low,Expert,49,3,11,3
INS-1772,0.87,187,General,Low,Resident,149,1,33,1
INS-1773,0.94,294,Cardiac,Medium,Intermediate,94,4,22,2
INS-1774,0.97,232,General,High,Resident,25,4,19,2
INS-1775,0.87,58,Orthopedic,Low,Resident,87,2,25,2
INS-1776,0.59,128,Orthopedic,Low,Expert,57,3,18,1
INS-1777,0.81,101,Orthopedic,High,Intermediate,100,1,17,3
INS-1778,0.66,179,Neuro,Medium,Intermediate,138,0,34,4
INS-1779,0.55,202,Orthopedic,Medium,Intermediate,31,4,24,3
INS-1780,0.9,62,Cardiac,Medium,Intermediate,152,1,31,2
INS-1781,0.42,275,Orthopedic,Medium,Intermediate,23,4,16,1
INS-1782,0.94,100,Neuro,Low,Expert,82,3,31,2
INS-1783,0.68,235,Cardiac,High,Intermediate,28,4,32,3
INS-1784,0.78,83,Orthopedic,High,Resident,49,0,28,3
INS-1785,0.8,84,Cardiac,Low,Resident,107,3,13,4
INS-1786,0.94,279,Cardiac,Low,Intermediate,13,2,18,4
INS-1787,0.78,180,Neuro,Low,Expert,42,1,28,1
INS-1788,0.77,283,Neuro,High,Expert,52,4,11,3
INS-1789,0.44,169,Cardiac,High,Intermediate,174,3,16,2
INS-1790,0.71,236,Orthopedic,High,Resident,36,3,31,2
INS-1791,0.49,119,Neuro,Medium,Intermediate,90,4,28,1
INS-1792,0.84,296,Cardiac,Low,Intermediate,122,2,15,2
INS-1793,0.71,225,General,Low,Intermediate,126,4,24,2
INS-1794,0.81,241,General,Low,Expert,133,2,16,0
INS-1795,0.43,290,Neuro,High,Expert,104,4,15,4
INS-1796,0.45,196,Orthopedic,Low,Resident,72,3,10,4
INS-1797,0.83,116,General,Low,Resident,143,0,23,4
INS-1798,0.44,259,General,Medium,Intermediate,133,0,10,4
INS-1799,0.44,152,General,High,Resident,125,3,34,3
INS-1800,0.41,122,Orthopedic,Low,Intermediate,104,0,15,2
INS-1801,0.97,165,Orthopedic,High,Resident,76,2,27,2
INS-1802,0.84,253,Neuro,High,Intermediate,106,3,26,2
INS-1803,0.61,182,Neuro,High,Expert,125,2,11,3
INS-1804,0.58,116,General,Medium,Intermediate,22,3,17,1
INS-1805,0.61,188,Orthopedic,High,Expert,158,2,30,3
INS-1806,0.86,170,Cardiac,High,Expert,73,2,32,4
INS-1807,0.8,143,General,High,Resident,174,0,32,3
INS-1808,0.51,245,Neuro,Low,Resident,94,3,11,3
INS-1809,0.5,246,Orthopedic,Medium,Expert,65,4,25,4
INS-1810,0.46,178,Neuro,Low,Intermediate,150,0,13,1
INS-1811,0.8,140,Neuro,Medium,Intermediate,141,2,11,3
INS-1812,0.86,141,Orthopedic,Medium,Resident,121,2,32,1
INS-1813,0.56,112,General,High,Intermediate,42,4,14,5
INS-1814,0.41,78,Orthopedic,High,Intermediate,174,4,26,2
INS-1815,0.45,259,General,Low,Intermediate,62,2,11,3
INS-1816,0.98,61,Neuro,Medium,Expert,110,4,31,7
INS-1817,0.58,126,Orthopedic,High,Expert,161,1,23,3
INS-1818,0.86,90,Cardiac,High,Intermediate,98,0,29,1
INS-1819,0.77,179,General,High,Resident,178,3,16,2
INS-1820,0.63,86,Cardiac,High,Intermediate,38,4,24,3
INS-1821,0.52,222,General,Low,Resident,177,4,27,1
INS-1822,0.47,257,Orthopedic,Low,Expert,60,1,22,5
INS-1823,0.77,225,Cardiac,High,Intermediate,59,3,21,1
INS-1824,0.86,73,Orthopedic,High,Intermediate,120,1,11,3
INS-1825,0.79,148,General,High,Resident,45,3,21,1
INS-1826,0.72,199,General,High,Resident,118,0,15,0
INS-1827,0.43,149,General,High,Intermediate,69,4,33,2
INS-1828,0.98,188,General,Medium,Intermediate,155,0,10,2
INS-1829,0.88,296,Neuro,Medium,Resident,29,3,30,5
INS-1830,0.58,107,General,Medium,Expert,142,4,10,3
INS-1831,0.99,223,Cardiac,Medium,Resident,155,1,24,3
INS-1832,0.76,78,General,High,Intermediate,133,2,25,0
INS-1833,0.75,212,Orthopedic,Medium,Expert,177,1,31,3
INS-1834,0.85,289,Neuro,Medium,Expert,10,2,16,2
INS-1835,0.89,295,Cardiac,Low,Expert,28,1,31,1
INS-1836,0.79,192,Neuro,Medium,Expert,96,3,23,2
INS-1837,0.48,109,Neuro,Medium,Intermediate,163,0,34,5
INS-1838,0.6,144,Neuro,High,Expert,38,2,28,2
INS-1839,0.96,91,Orthopedic,Medium,Resident,68,3,33,2
INS-1840,0.53,282,Neuro,Medium,Resident,72,0,28,0
INS-1841,0.62,92,Neuro,High,Resident,107,0,32,2
INS-1842,0.66,257,General,Medium,Intermediate,57,4,22,1
INS-1843,0.66,123,Orthopedic,High,Expert,71,4,30,5
INS-1844,0.77,226,Cardiac,Medium,Resident,27,4,21,3
INS-1845,0.97,241,Cardiac,Low,Resident,36,2,10,3
INS-1846,0.54,209,Cardiac,Low,Resident,15,2,21,6
INS-1847,0.47,113,Orthopedic,Medium,Expert,15,0,13,4
INS-1848,0.52,292,Cardiac,Low,Resident,40,2,24,1
INS-1849,0.93,51,Orthopedic,High,Expert,114,0,34,1
INS-1850,0.79,201,General,Medium,Expert,103,3,25,2
INS-1851,0.57,264,General,High,Expert,65,1,24,1
INS-1852,0.89,115,Orthopedic,Low,Intermediate,178,0,17,2
INS-1853,0.92,215,Cardiac,High,Intermediate,27,0,28,4
INS-1854,0.91,80,Orthopedic,Low,Expert,96,3,24,2
INS-1855,0.95,164,Orthopedic,Low,Expert,32,4,27,2
INS-1856,0.55,281,Neuro,Low,Intermediate,173,4,20,3
INS-1857,0.85,75,Orthopedic,High,Intermediate,34,4,18,3
INS-1858,0.68,78,Neuro,Low,Expert,16,0,10,6
INS-1859,0.91,244,General,Medium,Intermediate,157,0,18,3
INS-1860,0.84,299,Neuro,Low,Resident,142,2,32,2
INS-1861,0.87,127,Orthopedic,Medium,Expert,27,2,21,2
INS-1862,0.79,74,General,Medium,Expert,115,1,11,2
INS-1863,0.51,97,Neuro,Medium,Intermediate,42,1,20,2
INS-1864,0.73,114,Orthopedic,Medium,Resident,88,2,30,3
INS-1865,0.99,230,General,High,Intermediate,44,0,23,0
INS-1866,0.96,116,Neuro,Medium,Resident,119,3,11,1
INS-1867,0.43,295,Orthopedic,Low,Resident,74,2,24,0
INS-1868,0.5,139,Orthopedic,Medium,Expert,72,0,30,0
INS-1869,0.48,195,Cardiac,Low,Resident,81,2,32,1
INS-1870,0.84,186,Cardiac,High,Expert,50,4,30,3
INS-1871,0.89,87,Neuro,Medium,Resident,137,2,27,1
INS-1872,0.53,136,Neuro,Low,Expert,117,4,23,2
INS-1873,0.7,198,Neuro,High,Resident,113,0,30,4
INS-1874,0.9,298,Orthopedic,High,Intermediate,167,4,21,2
INS-1875,0.84,114,Neuro,Low,Resident,47,2,19,3
INS-1876,0.73,198,Orthopedic,Medium,Intermediate,44,4,23,3
INS-1877,0.75,76,Neuro,High,Resident,145,3,31,3
INS-1878,0.71,155,Orthopedic,Low,Resident,111,4,24,5
INS-1879,0.58,172,Orthopedic,Medium,Expert,77,4,14,3
INS-1880,0.74,247,Cardiac,High,Resident,46,1,11,2
INS-1881,0.81,296,General,Low,Resident,94,3,31,3
INS-1882,0.92,93,Orthopedic,High,Resident,150,0,15,3
INS-1883,0.78,149,Neuro,High,Intermediate,38,4,21,3
INS-1884,0.86,77,Cardiac,Low,Expert,50,3,11,2
INS-1885,0.5,222,Neuro,High,Expert,65,0,13,2
INS-1886,0.68,66,Neuro,Low,Resident,25,3,16,3
INS-1887,0.41,176,Orthopedic,Medium,Resident,149,1,25,4
INS-1888,0.55,172,Orthopedic,Low,Intermediate,75,0,10,2
INS-1889,0.84,217,General,Medium,Resident,156,0,10,3
INS-1890,1.0,299,Orthopedic,High,Expert,167,4,23,3
INS-1891,0.46,293,Orthopedic,Low,Expert,153,2,20,4
INS-1892,0.64,180,General,Low,Intermediate,150,0,21,3
INS-1893,0.88,125,Neuro,Low,Intermediate,78,0,20,3
INS-1894,0.52,280,General,Low,Expert,32,1,15,2
INS-1895,0.73,253,General,Medium,Intermediate,168,1,32,5
INS-1896,0.84,243,General,Medium,Resident,62,1,21,2
INS-1897,0.77,297,Cardiac,High,Resident,129,4,30,2
INS-1898,0.51,95,Neuro,High,Intermediate,154,0,21,3
INS-1899,0.61,263,Cardiac,High,Expert,137,1,19,3
INS-1900,0.87,264,Cardiac,High,Intermediate,58,1,17,2
INS-1901,0.73,207,Orthopedic,Low,Expert,163,3,29,3
INS-1902,0.4,118,General,Medium,Intermediate,22,3,28,2
INS-1903,0.86,186,General,Medium,Intermediate,117,1,16,3
INS-1904,0.42,134,Cardiac,Medium,Intermediate,175,4,23,2
INS-1905,0.85,60,Orthopedic,Medium,Resident,159,2,13,4
INS-1906,0.52,118,Orthopedic,High,Resident,94,3,10,1
INS-1907,0.97,148,Orthopedic,Low,Expert,166,3,17,3
INS-1908,0.62,140,Neuro,Medium,Intermediate,54,0,14,2
INS-1909,0.6,290,Cardiac,Low,Resident,176,0,17,0
INS-1910,0.49,243,Neuro,Low,Intermediate,91,1,17,2
INS-1911,0.58,265,Orthopedic,Low,Expert,77,0,30,4
INS-1912,0.93,208,Orthopedic,Low,Resident,106,0,33,2
INS-1913,1.0,210,Orthopedic,Medium,Expert,176,2,16,2
INS-1914,0.62,216,General,Medium,Resident,157,4,28,4
INS-1915,0.67,143,Cardiac,Medium,Intermediate,86,1,13,2
INS-1916,0.83,223,General,High,Expert,44,2,32,4
INS-1917,0.93,214,Neuro,Medium,Resident,145,1,29,0
INS-1918,0.76,164,General,High,Resident,61,4,15,0
INS-1919,0.63,269,Cardiac,High,Intermediate,49,1,21,3
INS-1920,0.65,237,General,High,Expert,130,0,27,3
INS-1921,0.82,80,Orthopedic,Medium,Expert,122,4,21,0
INS-1922,0.4,60,Neuro,Medium,Expert,120,2,27,2
INS-1923,0.77,136,Neuro,Medium,Intermediate,45,2,12,3
INS-1924,0.61,170,Orthopedic,High,Resident,143,3,19,4
INS-1925,0.88,179,Orthopedic,High,Resident,79,2,16,2
INS-1926,0.46,281,Orthopedic,Low,Expert,82,3,12,1
INS-1927,0.75,154,Cardiac,High,Resident,25,0,28,3
INS-1928,0.69,76,General,High,Expert,47,2,22,2
INS-1929,0.79,276,Neuro,Medium,Intermediate,27,4,13,4
INS-1930,0.44,51,General,Low,Intermediate,21,3,19,1
INS-1931,0.75,152,Orthopedic,Low,Intermediate,63,2,15,2
INS-1932,0.74,150,Orthopedic,Low,Expert,10,0,10,2
INS-1933,0.74,70,General,Medium,Resident,152,4,15,3
INS-1934,0.76,107,Neuro,Low,Intermediate,120,4,17,2
INS-1935,0.81,182,Cardiac,Low,Expert,30,0,24,2
INS-1936,0.88,229,General,Medium,Expert,138,2,17,2
INS-1937,0.56,222,Orthopedic,Low,Intermediate,102,1,31,2
INS-1938,0.9,134,Orthopedic,High,Intermediate,149,2,15,1
INS-1939,0.7,142,Cardiac,High,Intermediate,133,3,28,4
INS-1940,0.45,69,General,High,Resident,165,3,23,5
INS-1941,0.44,110,Cardiac,High,Resident,48,2,11,1
INS-1942,0.6,87,Cardiac,High,Expert,174,3,16,1
INS-1943,0.87,197,Neuro,High,Intermediate,69,1,17,4
INS-1944,0.82,291,Neuro,High,Intermediate,168,1,19,3
INS-1945,0.87,74,Orthopedic,High,Resident,106,4,22,2
INS-1946,0.71,179,General,High,Intermediate,113,3,31,10
INS-1947,0.66,170,Neuro,Medium,Expert,148,2,30,2
INS-1948,0.49,209,Orthopedic,Medium,Intermediate,119,4,29,3
INS-1949,0.6,75,General,High,Resident,38,1,10,4
INS-1950,0.66,247,Orthopedic,Medium,Expert,98,4,18,4
INS-1951,0.45,218,Neuro,Medium,Expert,128,0,19,4
INS-1952,0.53,298,Orthopedic,High,Intermediate,150,3,29,4
INS-1953,0.76,116,General,High,Expert,60,2,11,3
INS-1954,0.84,274,General,Medium,Intermediate,117,1,29,0
INS-1955,1.0,50,Orthopedic,High,Intermediate,156,4,20,3
INS-1956,0.96,100,General,High,Resident,67,2,14,3
INS-1957,0.79,54,Orthopedic,High,Expert,45,3,27,0
INS-1958,0.65,62,General,High,Intermediate,37,2,16,3
INS-1959,0.78,196,Orthopedic,Medium,Intermediate,140,3,12,6
INS-1960,0.87,189,Orthopedic,Low,Intermediate,110,3,25,3
INS-1961,0.47,97,Orthopedic,Medium,Expert,116,3,24,4
INS-1962,0.65,202,Cardiac,Low,Expert,98,4,17,2
INS-1963,0.9,106,General,Low,Expert,178,3,29,2
INS-1964,0.63,164,Neuro,Low,Intermediate,44,2,14,2
INS-1965,0.74,84,Orthopedic,Medium,Expert,102,0,12,4
INS-1966,0.75,125,Cardiac,Medium,Intermediate,114,2,14,4
INS-1967,0.51,143,Neuro,Medium,Expert,85,4,18,3
INS-1968,0.62,54,Orthopedic,Medium,Expert,93,3,25,2
INS-1969,0.6,275,Neuro,Medium,Intermediate,85,0,23,3
INS-1970,0.42,71,Cardiac,Low,Expert,59,4,27,2
INS-1971,0.41,152,Neuro,Medium,Intermediate,109,1,16,3
INS-1972,0.9,254,Orthopedic,Low,Expert,167,1,24,4
INS-1973,0.56,234,Neuro,Medium,Expert,81,1,17,2
INS-1974,0.71,224,Neuro,Medium,Expert,124,0,12,2
INS-1975,0.58,231,Orthopedic,High,Expert,86,2,20,2
INS-1976,0.96,180,Cardiac,Low,Resident,130,0,29,1
INS-1977,0.56,173,Cardiac,Medium,Intermediate,63,0,27,5
INS-1978,0.66,102,Neuro,Medium,Resident,80,0,24,2
INS-1979,0.92,261,General,Medium,Expert,94,1,19,0
INS-1980,0.91,208,Neuro,High,Expert,111,2,34,1
INS-1981,0.51,118,General,Low,Intermediate,116,0,12,2
INS-1982,0.88,265,Neuro,Medium,Intermediate,37,2,24,4
INS-1983,0.67,153,Cardiac,Medium,Intermediate,117,3,34,4
INS-1984,0.69,295,Neuro,Medium,Intermediate,30,0,32,1
INS-1985,0.48,210,Neuro,High,Expert,164,0,15,4
INS-1986,0.45,249,General,Medium,Intermediate,36,0,20,2
INS-1987,0.84,265,Cardiac,Low,Resident,86,3,20,4
INS-1988,0.7,227,General,Low,Intermediate,59,3,28,4
INS-1989,0.66,261,Neuro,Low,Intermediate,166,1,32,3
INS-1990,0.84,65,Orthopedic,Low,Resident,176,4,12,3
INS-1991,0.86,291,Neuro,Medium,Resident,66,2,22,2
INS-1992,0.5,165,Neuro,High,Resident,128,4,31,2
INS-1993,0.77,125,General,High,Resident,174,0,17,4
INS-1994,0.48,254,Orthopedic,High,Intermediate,73,0,30,4
INS-1995,0.85,158,Orthopedic,Medium,Resident,57,1,20,4
INS-1996,0.79,283,General,High,Expert,159,4,20,4
INS-1997,0.97,88,Cardiac,Low,Intermediate,167,0,22,5
INS-1998,0.44,138,Orthopedic,Medium,Expert,165,4,12,1
INS-1999,0.43,223,Orthopedic,High,Intermediate,160,1,15,4
INS-2000,0.57,273,General,Low,Intermediate,13,4,33,2
INS-2001,0.56,265,Cardiac,Low,Expert,140,2,19,3
INS-2002,0.55,161,Cardiac,Medium,Resident,70,1,28,4
INS-2003,0.94,96,Neuro,Medium,Resident,105,4,21,5
INS-2004,0.55,221,Neuro,High,Expert,13,0,23,2
INS-2005,0.56,186,General,High,Resident,74,3,20,4
